URN,UKPRN,TypeOfEstablishment (name)
150601,10094515,Academy converter
150603,10094511,Academy alternative provision converter
150604,10094510,Academy converter
150605,10094509,Academy converter
150606,10094508,Academy converter
150607,10094507,Academy converter
150609,10094505,Academy special converter
150610,10094513,Academy alternative provision converter
150611,10094445,Academy converter
150612,10094339,Academy sponsor led
150613,10094504,Academy 16-19 converter
150614,10094446,Academy sponsor led
150615,10094346,Academy sponsor led
150616,10094349,Academy special sponsor led
150617,,Online provider
150618,10097507,Other independent special school
150619,10094503,Academy converter
150620,10094502,Academy converter
150621,10094501,Academy converter
150622,10094500,Academy sponsor led
150623,10094499,Academy sponsor led
150624,10094498,Academy sponsor led
150625,10094497,Academy sponsor led
150627,10094496,Academy sponsor led
150628,10094495,Academy sponsor led
150629,10094494,Academy sponsor led
150630,10094493,Academy sponsor led
150631,10094487,Academy sponsor led
150632,10094486,Academy sponsor led
150633,10094485,Academy converter
150634,,Other independent special school
150636,10094447,Academy sponsor led
150637,10094449,Academy sponsor led
150638,10094448,Academy sponsor led
150639,10094484,Academy converter
150640,10094483,Academy converter
150641,10094482,Academy converter
150642,10094481,Academy converter
150644,10094479,Academy converter
150645,10094478,Academy converter
150646,10094477,Academy converter
150647,10094476,Academy converter
150648,10094475,Academy converter
150649,10094474,Academy sponsor led
150650,10094473,Academy sponsor led
150651,10094472,Academy sponsor led
150652,10094471,Academy alternative provision sponsor led
150653,10094470,Academy converter
150654,10094469,Academy converter
150656,10094450,Academy converter
150657,10094468,Academy converter
150658,10094467,Academy converter
150659,10094466,Academy converter
150660,10094465,Academy special converter
150662,10094463,Academy converter
150663,10094462,Academy converter
150664,10094461,Academy converter
150665,10094460,Academy converter
150666,10094459,Academy converter
150667,10094458,Academy converter
150668,,British schools overseas
150669,,Other independent school
150671,,Other independent special school
150672,10094586,Academy converter
150674,10094714,Academy converter
150675,10094715,Academy converter
150676,10094716,Academy converter
150677,10094717,Academy converter
150678,10094718,Academy converter
150679,10094719,Academy converter
150680,10094720,Academy converter
150681,,Other independent special school
150682,,Other independent special school
150684,10094588,Academy sponsor led
150686,10094721,Academy converter
150687,10094722,Academy converter
150688,10094723,Academy converter
150689,10094724,Academy converter
150691,10094726,Academy sponsor led
150692,10094727,Academy sponsor led
150693,10094728,Academy sponsor led
150694,10094729,Academy sponsor led
150695,10094730,Academy sponsor led
150696,10094731,Academy sponsor led
150698,10094733,Academy sponsor led
150700,10094734,Academy sponsor led
150701,10094735,Academy sponsor led
150702,10094736,Academy sponsor led
150703,10094737,Academy sponsor led
150705,10094739,Academy sponsor led
150706,,Other independent special school
150708,10094740,Academy sponsor led
150709,10094741,Academy sponsor led
150710,10094742,Academy sponsor led
150711,10094743,Academy sponsor led
150712,,Other independent special school
150713,10095248,Academy converter
150714,10095886,Free schools
150715,10095884,Free schools
150716,10094915,Academy sponsor led
150717,10094704,Free schools alternative provision
150718,10094705,Academy sponsor led
150719,10094744,Academy converter
150720,10094745,Academy converter
150721,10094746,Academy converter
150722,10094747,Academy converter
150723,10094748,Academy converter
150724,10094749,Academy converter
150725,10094750,Academy converter
150726,10094751,Academy converter
150727,10094752,Academy converter
150728,10095882,Free schools
150729,10094753,Academy sponsor led
150730,10094754,Academy sponsor led
150731,10094755,Academy sponsor led
150732,10095890,Free schools special
150733,,Other independent special school
150734,10095865,Free schools
150735,10095879,Free schools special
150736,10095863,Free schools
150738,10099488,Other independent special school
150739,10095873,Free schools
150740,10096044,Free schools special
150741,10094756,Academy converter
150742,10094757,Academy sponsor led
150743,10094758,Academy sponsor led
150744,10095892,Free schools
150745,10095891,Free schools
150747,10082322,Online provider
150748,10094759,Academy converter
150749,10094760,Academy converter
150750,10096507,Other independent school
150751,10097082,Other independent special school
150752,,Other independent special school
150753,,Other independent special school
150754,10094708,Academy sponsor led
150755,10094713,Academy sponsor led
150756,10094763,Academy sponsor led
150757,10094764,Academy sponsor led
150758,10094765,Academy special sponsor led
150759,10097030,Other independent special school
150760,,Other independent special school
150762,10094766,Academy converter
150763,,British schools overseas
150764,,British schools overseas
150766,,British schools overseas
150768,,Other independent school
150769,10095877,Free schools special
150771,10095874,Free schools special
150772,10095868,Free schools
150773,10095871,Free schools special
150774,10095866,Free schools
150776,10096216,Other independent special school
150777,10095876,Free schools
150778,10095870,Free schools special
150780,,Online provider
150782,10094796,Academy sponsor led
150783,10095889,Free schools
150784,10095859,Free schools
150785,10095893,Free schools
150786,10095867,Free schools
150787,10095860,Free schools special
150788,10095861,Free schools
150790,10095864,Free schools
150791,10095880,Free schools special
150792,10095883,Free schools special
150793,10095885,Free schools 16 to 19
150794,10095887,Free schools special
150796,10095894,Free schools
150798,,Other independent special school
150799,10094971,Academy converter
150800,10094970,Academy converter
150801,10094969,Academy converter
150802,10094968,Academy converter
150803,10097765,Other independent special school
150804,,British schools overseas
150806,,Other independent special school
150807,10100765,Other independent special school
150808,,Other independent special school
150811,10094916,Academy sponsor led
150812,,Other independent special school
150813,10094967,Academy converter
150814,10094966,Academy converter
150815,10094965,Academy converter
150816,10094964,Academy converter
150817,10094963,Academy converter
150818,10094962,Academy converter
150819,10094961,Academy converter
150820,10094972,Academy converter
150821,10094960,Academy converter
150822,10094959,Academy converter
150823,10094958,Academy converter
150824,10094957,Academy converter
150825,10094956,Academy converter
150826,10094955,Academy converter
150827,10094954,Academy converter
150828,10094953,Academy converter
150829,10094952,Academy converter
150830,10094951,Academy converter
150831,10094950,Academy converter
150832,10094949,Academy sponsor led
150833,10094948,Academy sponsor led
150834,10094947,Academy alternative provision sponsor led
150835,10094946,Academy sponsor led
150836,10094945,Academy sponsor led
150837,10094944,Academy sponsor led
150838,10094943,Academy sponsor led
150839,10094942,Academy sponsor led
150840,10094941,Academy sponsor led
150841,10094940,Academy sponsor led
150842,10094939,Academy sponsor led
150844,10094938,Academy sponsor led
150845,,Other independent special school
150846,10095888,Free schools special
150848,10095895,Free schools special
150849,10094937,Academy converter
150850,10094936,Academy converter
150851,10094935,Academy converter
150852,10094934,Academy converter
150853,10094933,Academy sponsor led
150854,10094932,Academy sponsor led
150855,10094931,Academy sponsor led
150856,10094930,Academy sponsor led
150857,,Other independent special school
150858,10098674,Free schools
150859,10095872,Free schools alternative provision
150860,10094987,Academy converter
150861,10094986,Academy converter
150863,,Other independent special school
150864,,Other independent special school
150865,,Other independent school
150866,10095235,Academy converter
150867,10095433,Academy converter
150868,10095471,Academy converter
150869,10095249,Academy converter
150870,10095250,Academy converter
150871,10095432,Academy sponsor led
150872,10095431,Academy sponsor led
150873,10095251,Academy alternative provision sponsor led
150874,10095252,Academy special sponsor led
150875,10095253,Academy converter
150876,10095243,Academy converter
150877,10095242,Academy converter
150878,10095241,Academy converter
150879,10095240,Academy converter
150880,10095239,Academy converter
150881,10095238,Academy converter
150882,10095237,Academy converter
150883,10095236,Academy converter
150884,10095234,Academy converter
150885,10095233,Academy converter
150886,10095232,Academy converter
150887,10095244,Academy converter
150888,10095231,Academy converter
150889,10095230,Academy sponsor led
150890,10095229,Academy sponsor led
150891,10095228,Academy sponsor led
150892,10095227,Academy sponsor led
150893,10095226,Academy sponsor led
150894,10095225,Academy sponsor led
150896,,Other independent special school
150898,10099557,Other independent special school
150899,10100694,Other independent special school
150900,,Other independent special school
150902,,Other independent school
150904,10095224,Academy special converter
150905,10095223,Academy converter
150906,10095222,Academy converter
150907,10095221,Academy converter
150908,10095220,Academy converter
150909,10095219,Academy converter
150910,10095218,Academy converter
150911,,Other independent special school
150913,,Other independent special school
150914,10100105,Other independent special school
150915,10095217,Academy converter
150916,10095216,Academy converter
150917,10095215,Academy converter
150918,10095214,Academy converter
150919,10095213,Academy converter
150920,10098990,Other independent special school
150921,,Other independent special school
150922,10095212,Academy converter
150923,10095211,Academy sponsor led
150924,10099963,Other independent special school
150927,,Other independent special school
150928,,Other independent special school
150929,10095210,Academy converter
150930,10095209,Academy converter
150931,10095208,Academy converter
150934,10095470,Academy sponsor led
150935,10095469,Academy sponsor led
150937,10095254,Academy converter
150938,10095255,Academy converter
150939,,Other independent special school
150940,10095247,Academy converter
150941,,Other independent special school
150943,10095493,Academy converter
150944,10095490,Academy converter
150945,10095492,Academy converter
150946,10095491,Academy converter
150950,10095489,Academy converter
150951,10095488,Academy converter
150952,10095487,Academy converter
150953,10095486,Academy converter
150954,10095485,Academy sponsor led
150955,10095484,Academy sponsor led
150956,10095483,Academy sponsor led
150959,10095480,Academy sponsor led
150960,10095479,Academy sponsor led
150961,10095478,Academy sponsor led
150962,10095477,Academy sponsor led
150963,10095476,Academy sponsor led
150964,10095475,Academy sponsor led
150965,10095474,Academy sponsor led
150966,10095473,Academy sponsor led
150967,10095472,Academy sponsor led
150968,10097871,Other independent special school
150969,10095468,Free schools
150975,10094574,Further education
150976,,British schools overseas
150977,,British schools overseas
150978,,British schools overseas
150979,,British schools overseas
150980,,British schools overseas
150981,,British schools overseas
150982,,British schools overseas
150983,10095467,Academy converter
150985,,British schools overseas
150986,,British schools overseas
150990,,Other independent special school
150991,10095559,Academy converter
150992,10095560,Academy converter
150995,,Other independent special school
150997,,Special post 16 institution
150998,,Other independent special school
150999,10095754,Academy converter
151001,10095752,Academy converter
151002,10095751,Academy converter
151003,10095750,Academy converter
151004,10095749,Academy converter
151005,10095748,Academy converter
151006,10095747,Academy converter
151007,10095746,Academy special converter
151008,10095745,Academy converter
151009,10095744,Academy converter
151010,10095743,Academy converter
151011,10095742,Academy converter
151012,10095741,Academy converter
151013,10095740,Academy converter
151014,10095739,Academy converter
151016,10095737,Academy special converter
151017,10095736,Academy converter
151018,10095735,Academy converter
151019,10095734,Academy converter
151020,10095733,Academy converter
151021,10095732,Academy converter
151022,10095731,Academy converter
151023,10095730,Academy converter
151024,10095729,Academy converter
151025,10095728,Academy converter
151026,10095727,Academy converter
151027,10095726,Academy converter
151028,10095725,Academy converter
151029,10095724,Academy converter
151030,10095723,Academy converter
151031,10095722,Academy converter
151032,10095721,Academy converter
151034,10095719,Academy converter
151035,10095718,Academy converter
151036,10095717,Academy converter
151037,10095716,Academy converter
151038,10095715,Academy converter
151040,10095713,Academy converter
151041,10095712,Academy converter
151042,10095711,Academy converter
151043,10095710,Academy converter
151044,10095709,Academy special converter
151045,10095708,Academy special converter
151046,10095707,Academy special converter
151047,10095706,Academy converter
151048,10095705,Academy converter
151049,10095704,Academy converter
151050,10095703,Academy converter
151051,10095804,Academy converter
151052,10095803,Academy converter
151053,10095802,Academy converter
151054,10095801,Academy converter
151055,10095800,Academy converter
151056,10095799,Academy converter
151057,10095798,Academy converter
151058,10095797,Academy converter
151059,10095796,Academy converter
151060,10095795,Academy converter
151061,10095794,Academy converter
151062,10095793,Academy converter
151063,10095792,Academy converter
151064,10095791,Academy converter
151065,10095790,Academy converter
151066,10095789,Academy converter
151067,10095788,Academy converter
151068,10095787,Academy converter
151069,10095786,Academy converter
151070,10095785,Academy converter
151071,10095784,Academy converter
151072,10095783,Academy converter
151073,10095782,Academy converter
151074,10095781,Academy converter
151075,10095780,Academy converter
151076,10095779,Academy converter
151078,10095777,Academy converter
151079,10095776,Academy converter
151080,10095775,Academy converter
151081,10095774,Academy converter
151082,10095773,Academy special converter
151083,10095772,Academy converter
151084,10095771,Academy converter
151085,10095770,Academy converter
151086,10095769,Academy converter
151087,10095768,Academy converter
151090,10095765,Academy converter
151091,10095764,Academy converter
151092,10095763,Academy converter
151093,10095762,Academy converter
151096,10095759,Academy converter
151097,10095758,Academy converter
151098,10095757,Academy converter
151099,10095756,Academy converter
151100,10095755,Academy converter
151101,10095850,Academy converter
151102,10095849,Academy converter
151103,10095848,Academy converter
151104,10095847,Academy converter
151105,10095846,Academy converter
151106,10095845,Academy converter
151107,10095844,Academy converter
151109,10095842,Academy converter
151110,10095841,Academy converter
151111,10095840,Academy converter
151113,10095838,Academy converter
151114,10095837,Academy converter
151115,10095836,Academy converter
151116,10095835,Academy converter
151117,10095834,Academy alternative provision converter
151118,,Other independent special school
151119,,Other independent special school
151120,10099270,Other independent special school
151121,,Other independent special school
151122,,Other independent special school
151124,10095833,Academy converter
151125,10095832,Academy converter
151126,10095831,Academy converter
151127,10095830,Academy converter
151128,10095829,Academy converter
151129,10095828,Academy converter
151130,10095827,Academy converter
151131,10095826,Academy converter
151132,10095825,Academy 16-19 converter
151134,10095824,Academy 16-19 converter
151136,10096045,Free schools alternative provision
151137,,Special post 16 institution
151139,,Other independent special school
151140,,Other independent special school
151141,,Other independent special school
151142,,British schools overseas
151143,,British schools overseas
151144,,British schools overseas
151145,,British schools overseas
151146,,British schools overseas
151147,,British schools overseas
151148,,British schools overseas
151149,,British schools overseas
151150,10095823,Academy converter
151151,10095822,Academy converter
151152,10095821,Academy converter
151153,10095820,Academy converter
151154,10095819,Academy converter
151155,10095818,Academy converter
151156,10095817,Academy converter
151157,10095816,Academy converter
151159,10095815,Academy sponsor led
151160,10095814,Academy sponsor led
151161,10095813,Academy sponsor led
151162,10095812,Academy sponsor led
151163,10095811,Academy sponsor led
151164,10095810,Academy sponsor led
151165,10095809,Academy sponsor led
151166,10095808,Academy special sponsor led
151167,10095807,Academy sponsor led
151168,10095806,Academy sponsor led
151170,10095805,Academy sponsor led
151172,10096089,Academy converter
151173,10096088,Academy converter
151174,10096087,Academy converter
151175,10096086,Academy converter
151176,10096085,Academy converter
151177,10096084,Academy converter
151178,10096083,Academy converter
151179,10096082,Academy converter
151180,10096081,Academy converter
151181,10096080,Academy converter
151182,10096079,Academy converter
151183,10096078,Academy converter
151184,10096077,Academy converter
151185,10096076,Academy converter
151186,10096075,Academy converter
151187,10096074,Academy converter
151188,10096073,Academy converter
151189,10096072,Academy converter
151190,10096071,Academy converter
151191,10096070,Academy special converter
151192,10096069,Academy converter
151193,10096068,Academy converter
151195,10095919,Academy converter
151196,10096001,Academy converter
151197,,Other independent special school
151198,10096002,Academy converter
151200,,Other independent special school
151203,10100500,Other independent special school
151204,,Other independent special school
151205,,Other independent special school
151208,,Other independent special school
151210,10096066,Academy converter
151211,10096065,Academy converter
151212,10096064,Academy sponsor led
151213,10096063,Academy sponsor led
151214,10096062,Academy special sponsor led
151215,10096061,Academy sponsor led
151216,10096060,Academy sponsor led
151217,10096059,Academy sponsor led
151218,,Other independent special school
151219,,Other independent special school
151221,10096057,Academy converter
151222,10096056,Academy converter
151228,10096050,Academy converter
151229,10096049,Academy converter
151231,,Other independent special school
151233,10096048,Academy converter
151234,10096047,Academy sponsor led
151237,10099497,Other independent special school
151238,,British schools overseas
151240,,British schools overseas
151241,,British schools overseas
151242,,Other independent special school
151243,,Other independent special school
151246,10096381,Academy converter
151247,10096380,Academy converter
151248,10096379,Academy converter
151251,10096375,Academy converter
151252,10096373,Academy converter
151253,10096372,Academy converter
151255,10096404,Academy converter
151256,10096371,Academy converter
151257,10096370,Academy converter
151258,10096369,Academy converter
151259,10096368,Academy converter
151260,10096405,Academy alternative provision converter
151261,10096366,Academy converter
151262,10096367,Academy converter
151263,10096365,Academy converter
151264,10096364,Academy converter
151265,10096363,Academy converter
151266,10096362,Academy converter
151267,10096361,Academy converter
151268,10096360,Academy converter
151269,10096359,Academy converter
151270,10096358,Academy converter
151271,10096357,Academy converter
151272,10096356,Academy converter
151273,10096355,Academy converter
151274,10096354,Academy converter
151275,10096353,Academy converter
151276,10096352,Academy converter
151277,10096351,Academy special converter
151278,10096350,Academy converter
151279,10096349,Academy converter
151280,10096348,Academy converter
151281,10096347,Academy converter
151282,10096346,Academy converter
151283,10096345,Academy converter
151284,10096344,Academy converter
151285,10096343,Academy converter
151286,10096342,Academy converter
151287,10096341,Academy converter
151288,10096340,Academy converter
151290,10096338,Academy converter
151291,10096337,Academy converter
151292,10096336,Academy converter
151293,10096335,Academy converter
151294,10096334,Academy converter
151295,10096333,Academy sponsor led
151296,10096332,Academy sponsor led
151297,10096331,Academy alternative provision sponsor led
151298,10096330,Academy sponsor led
151299,10096229,Academy sponsor led
151301,10096231,Free schools special
151302,10096232,Academy sponsor led
151303,10096233,Academy sponsor led
151304,10096234,Academy converter
151305,10096413,Free schools
151306,10096230,Academy converter
151307,10096235,Academy converter
151308,10096414,Academy sponsor led
151309,10096228,Academy converter
151310,10096415,Academy converter
151311,10096416,Academy converter
151312,,Other independent special school
151313,10096329,Academy converter
151314,10096328,Academy converter
151315,10096327,Academy converter
151319,,Other independent school
151320,10096325,Academy converter
151321,10096324,Academy special converter
151322,10096323,Academy converter
151323,10096322,Academy converter
151324,10096321,Academy converter
151325,10096320,Academy converter
151326,10096319,Academy converter
151327,10096318,Academy converter
151328,10096317,Academy converter
151329,10096316,Academy special converter
151330,10096315,Academy converter
151331,10096314,Academy converter
151332,,Other independent special school
151334,,Other independent special school
151335,,Other independent special school
151336,,Other independent special school
151337,10099769,Other independent special school
151338,10096313,Academy converter
151341,,British schools overseas
151342,,British schools overseas
151343,,British schools overseas
151344,,British schools overseas
151345,,British schools overseas
151346,10099581,Other independent special school
151348,10096600,Academy converter
151349,10096599,Academy converter
151350,10096598,Academy converter
151351,10096597,Academy converter
151352,10096596,Academy converter
151354,10096594,Academy converter
151355,10096593,Academy converter
151356,10096592,Academy converter
151357,10096591,Academy converter
151358,10096590,Academy converter
151359,10096589,Academy converter
151360,10096588,Academy converter
151361,10096587,Academy converter
151362,10096586,Academy converter
151363,10096585,Academy converter
151364,10096584,Academy converter
151365,10096583,Academy converter
151366,10096582,Academy converter
151367,10096581,Academy converter
151368,10096580,Academy converter
151369,10096579,Academy converter
151370,10096578,Academy converter
151371,10096577,Academy converter
151372,10096576,Academy converter
151373,10096575,Academy converter
151374,10096574,Academy converter
151376,,Other independent special school
151377,10096573,Academy special sponsor led
151378,10096572,Academy special sponsor led
151379,10098678,Free schools
151380,10098690,Free schools
151382,10096567,Academy converter
151384,10096566,Academy converter
151385,10096565,Academy sponsor led
151387,,Other independent special school
151388,10096568,Academy converter
151389,10096570,Academy sponsor led
151390,10096569,Academy sponsor led
151391,,Other independent special school
151393,,Other independent special school
151394,,British schools overseas
151395,,British schools overseas
151396,,British schools overseas
151399,10096602,Academy converter
151400,10096788,Academy converter
151401,10096787,Academy converter
151402,10096786,Academy converter
151403,10096785,Academy converter
151405,10096783,Academy converter
151406,10096782,Academy special converter
151407,10096781,Academy special converter
151408,10096780,Academy converter
151409,10096779,Academy converter
151410,10096778,Academy converter
151412,10096776,Academy converter
151413,10096775,Academy converter
151414,10096774,Academy converter
151416,10096772,Academy converter
151417,10096771,Academy converter
151418,10096770,Academy converter
151419,10096769,Academy converter
151420,10096768,Academy converter
151421,10096767,Academy converter
151422,10096766,Academy converter
151423,10096765,Academy converter
151426,,Other independent special school
151427,,Other independent special school
151429,10096762,Academy converter
151430,10096761,Academy converter
151431,10096760,Academy converter
151432,10096003,Academy sponsor led
151434,10097868,Other independent special school
151437,,Other independent special school
151438,,Other independent special school
151440,,Other independent special school
151441,10096696,Academy converter
151442,10096697,Academy converter
151443,10096698,Academy sponsor led
151446,,Other independent special school
151447,,Offshore schools
151448,,Offshore schools
151449,,Other independent special school
151450,,Special post 16 institution
151451,10098105,Special post 16 institution
151452,,Other independent school
151453,10097009,Academy converter
151454,10097008,Academy converter
151455,10097007,Academy converter
151457,10097000,Academy converter
151459,10096998,Academy converter
151460,10096997,Academy converter
151461,10097235,Academy special converter
151462,10096996,Academy converter
151464,10096994,Academy converter
151465,10096993,Academy converter
151466,10096992,Academy converter
151467,10096991,Academy converter
151468,10096990,Academy converter
151469,10096989,Academy converter
151470,10096988,Academy converter
151471,10096987,Academy alternative provision converter
151472,10096986,Academy converter
151473,,Special post 16 institution
151474,,Other independent school
151475,,Other independent school
151476,,Other independent special school
151477,,Other independent special school
151478,,Other independent special school
151479,10096983,Academy converter
151480,10096982,Academy converter
151481,10096981,Academy converter
151482,10096980,Academy special converter
151483,10096979,Academy special converter
151484,10096978,Academy special sponsor led
151485,10096977,Academy sponsor led
151486,10096976,Academy sponsor led
151487,10096975,Academy sponsor led
151488,10096974,Academy special sponsor led
151489,,Other independent special school
151492,,Other independent school
151493,,Other independent special school
151494,10096973,Academy converter
151495,10096972,Academy converter
151496,,Other independent school
151497,10096971,Academy converter
151498,10096970,Academy converter
151499,10096969,Academy converter
151500,10096968,Academy converter
151502,,Other independent special school
151504,10096965,Academy converter
151505,10096966,Academy converter
151506,,Other independent special school
151507,10097087,Academy converter
151508,10097189,Academy converter
151509,10097188,Academy converter
151510,10097187,Academy converter
151511,10097186,Academy converter
151514,10097184,Academy converter
151515,10097183,Academy converter
151516,10097182,Academy converter
151517,10097181,Academy converter
151518,10097245,Academy converter
151519,10097244,Academy converter
151520,10097243,Academy converter
151524,10097242,Academy converter
151525,10097241,Academy special converter
151526,10097240,Academy converter
151527,10097239,Academy converter
151528,10097238,Academy converter
151529,10097237,Academy converter
151530,10097236,Academy converter
151532,10097166,Academy sponsor led
151533,10097165,Academy converter
151534,10097164,Academy sponsor led
151538,10097234,Academy converter
151539,10097233,Academy converter
151540,10097232,Academy sponsor led
151541,10097231,Academy alternative provision sponsor led
151543,10097229,Academy converter
151544,10097228,Academy alternative provision sponsor led
151545,10097227,Academy sponsor led
151548,,British schools overseas
151549,,British schools overseas
151550,,British schools overseas
151551,,British schools overseas
151553,,Other independent special school
151557,10097226,Academy converter
151558,10097225,Academy converter
151559,10097224,Academy converter
151560,10097223,Academy sponsor led
151561,10097222,Academy converter
151562,10097221,Academy converter
151563,10097220,Academy converter
151564,10097219,Academy sponsor led
151568,,Other independent special school
151569,,Other independent special school
151571,,Other independent school
151572,10097255,Academy converter
151573,10097257,Academy converter
151574,10097258,Academy converter
151575,10097256,Academy converter
151576,10097260,Academy converter
151577,10097420,Academy converter
151578,10097259,Academy converter
151581,10097417,Academy converter
151582,10097416,Academy converter
151583,10097415,Academy special converter
151584,10097414,Academy converter
151586,10097412,Academy converter
151588,10097410,Academy converter
151589,10097409,Academy converter
151590,10097408,Academy converter
151591,10097407,Academy converter
151592,10097406,Academy converter
151593,10097405,Academy converter
151594,10097404,Academy converter
151596,10097402,Academy converter
151597,10097401,Academy converter
151598,10097400,Academy converter
151600,10097398,Academy converter
151601,10097397,Academy converter
151602,10097396,Academy converter
151603,10097395,Academy converter
151605,10097393,Academy converter
151606,10097392,Academy converter
151607,10097391,Academy converter
151608,10097390,Academy converter
151609,10097389,Academy converter
151610,10097388,Academy converter
151611,10097387,Academy converter
151612,10097386,Academy converter
151613,,Other independent special school
151614,10097254,Academy special sponsor led
151616,,Other independent special school
151618,,Other independent school
151619,,Other independent special school
151622,,Other independent special school
151624,,Other independent special school
151625,10097385,Academy converter
151627,10097383,Academy converter
151628,10097382,Academy converter
151629,,Other independent special school
151630,10098676,Free schools special
151631,10097289,Academy sponsor led
151632,,British schools overseas
151633,,British schools overseas
151634,10098682,Free schools
151635,10097381,Academy converter
151637,10097379,Academy converter
151639,10097377,Academy sponsor led
151640,10097376,Academy sponsor led
151641,10097375,Academy sponsor led
151642,10097374,Academy special sponsor led
151644,10097372,Academy special sponsor led
151645,10097371,Academy sponsor led
151646,,Other independent special school
151647,,Other independent special school
151648,10098680,Free schools
151649,10098672,Free schools
151650,10098689,Free schools
151653,,Other independent special school
151654,10097370,Academy converter
151655,10097369,Academy converter
151656,10097368,Academy converter
151657,10097367,Academy special converter
151658,10097366,Academy converter
151659,10097365,Academy converter
151660,10097364,Academy converter
151661,10097363,Academy converter
151662,10097362,Academy converter
151663,10097361,Academy converter
151664,10097360,Academy converter
151665,10097359,Academy converter
151667,10097357,Academy special converter
151668,10097356,Academy converter
151669,10097355,Academy converter
151670,,Other independent special school
151671,10097641,Academy converter
151673,10097640,Academy converter
151674,10097639,Academy converter
151675,10097638,Academy converter
151676,10097637,Academy converter
151679,10097634,Academy converter
151680,10097633,Academy converter
151681,10097632,Academy converter
151682,10097631,Academy converter
151683,10097630,Academy converter
151686,10097627,Academy converter
151687,10097626,Academy converter
151688,10097625,Academy converter
151689,10097624,Academy converter
151690,10098844,Other independent special school
151691,,Special post 16 institution
151695,,British schools overseas
151696,,British schools overseas
151697,10098671,Free schools special
151698,,Other independent school
151700,10098677,Free schools
151701,10098687,Free schools
151702,10098688,Free schools
151703,10098693,Free schools
151704,10098686,Free schools special
151706,10098801,Free schools
151707,10098691,Free schools
151708,,Other independent special school
151709,10097623,Academy converter
151711,10097621,Academy converter
151712,10097620,Academy converter
151714,10097618,Academy converter
151715,10097617,Academy converter
151716,10097616,Academy converter
151717,10097615,Academy converter
151718,10097614,Academy converter
151719,10097613,Academy sponsor led
151720,10097612,Academy sponsor led
151721,10097611,Academy sponsor led
151722,10098673,Free schools special
151723,10099778,Free schools special
151724,10098683,Free schools
151725,10098670,Free schools 16 to 19
151726,10098681,Free schools special
151727,,Other independent special school
151728,10098668,Free schools special
151729,10098684,Free schools special
151730,10098692,Free schools special
151731,10097610,Academy converter
151732,10097609,Academy converter
151734,10097607,Academy converter
151735,10097606,Academy converter
151736,10097605,Academy converter
151737,10097604,Academy converter
151738,,Other independent special school
151740,,Other independent special school
151741,10097603,Academy converter
151742,10097602,Academy converter
151744,10097600,Academy converter
151745,,Online provider
151747,,Other independent special school
151749,,Other independent special school
151750,,Other independent special school
151752,10097859,Academy converter
151754,10097857,Academy special converter
151756,10097855,Academy converter
151757,10097854,Academy converter
151758,10097853,Academy converter
151760,10097851,Academy converter
151761,10097850,Academy converter
151762,10097849,Academy converter
151763,10097848,Academy special converter
151764,10097847,Academy special converter
151765,10097846,Academy converter
151766,,Other independent special school
151768,,Other independent special school
151771,10098675,Free schools special
151772,,Other independent special school
151773,,Other independent special school
151774,,Other independent special school
151775,,Other independent special school
151776,,Other independent school
151777,10097845,Academy sponsor led
151779,10097843,Academy converter
151780,10097842,Academy converter
151781,10097841,Academy converter
151782,10097840,Academy converter
151783,10097839,Academy special sponsor led
151784,10097838,Academy converter
151785,10097837,Academy converter
151787,10097835,Academy converter
151788,,British schools overseas
151789,10097834,Academy special converter
151790,10097833,Academy converter
151791,10097832,Academy converter
151792,10097831,Academy converter
151794,10099545,Other independent special school
151796,10097829,Academy converter
151797,10097828,Academy converter
151798,10097827,Academy converter
151799,10097826,Academy converter
151800,10097825,Academy converter
151801,10097824,Academy converter
151802,10100653,Other independent special school
151803,,Other independent special school
151804,10097823,Academy converter
151805,10097822,Academy converter
151806,10097821,Academy converter
151807,10097820,Academy converter
151809,10098057,Academy converter
151810,10098056,Academy converter
151811,10098055,Academy converter
151812,10098054,Academy converter
151817,10098048,Academy converter
151819,10098046,Academy converter
151820,10098045,Academy converter
151821,10098044,Academy converter
151822,10098043,Academy converter
151823,10098042,Academy converter
151824,10098041,Academy converter
151825,10098040,Academy converter
151827,10098038,Academy converter
151828,10098037,Academy converter
151829,10098036,Academy converter
151830,10098035,Academy converter
151831,10098034,Academy converter
151832,10098033,Academy converter
151835,,Other independent special school
151837,,Other independent special school
151840,10098032,Academy converter
151841,10098031,Academy converter
151842,10098030,Academy converter
151843,10098029,Academy converter
151844,10098028,Academy converter
151845,10098027,Academy converter
151846,,Other independent special school
151847,,Other independent special school
151851,10098092,Academy converter
151852,10098026,Academy converter
151853,10098025,Academy converter
151855,10098023,Academy converter
151856,10098022,Academy sponsor led
151857,10098021,Academy special sponsor led
151860,,Other independent special school
151862,,Other independent special school
151864,,British schools overseas
151865,,British schools overseas
151866,10098093,Free schools special
151867,,Online provider
151870,,Other independent school
151871,,Other independent special school
151879,,Other independent special school
151881,10100429,Other independent special school
151882,10098190,Academy converter
151883,10098191,Academy converter
151884,10098193,Academy converter
151885,10098192,Academy converter
151886,10098189,Academy converter
151887,10098188,Academy converter
151888,10098187,Academy converter
151891,10098184,Academy converter
151892,10099902,Other independent special school
151894,10098183,Academy converter
151895,10098182,Academy converter
151896,10100340,Other independent special school
151898,10100580,Other independent special school
